first;second;at;ag;ac;ta;tg;tc;ga;gt;gc;ca;ct;cg
35909;EU_XX_0452;0;0;0;0;0;0;0;0;0;0;1;0
3952;AS_TW_0711;0;2;0;0;0;1;0;0;0;0;0;0
17500;14588;0;1;0;0;0;1;0;0;0;0;2;0
19514;17253;0;0;0;0;0;0;2;0;0;0;1;0
21961;20347;0;0;0;0;0;0;2;0;0;0;2;0
9733;2216;0;1;0;0;0;1;1;0;0;0;2;0
30291;3727;0;0;0;0;0;3;1;0;0;0;0;0
33172;33063;0;0;0;0;0;4;2;0;0;0;1;0
11033;4474;0;0;0;0;0;1;3;0;0;0;0;0
18410;15808;0;1;0;0;0;0;0;0;0;0;0;0
34478;32167;0;2;1;0;0;1;2;0;0;0;0;0
8748;489;0;2;0;0;0;1;2;0;0;0;3;0
16251;12878;0;1;0;0;0;1;3;1;0;0;2;0
8901;759;0;2;0;1;0;0;0;0;0;0;4;0
14888;10849;0;1;0;0;0;1;1;0;0;0;0;0
34305;34238;1;1;0;0;0;3;0;0;0;0;2;0
283;AM_US_0219;0;1;0;0;0;2;1;0;0;0;4;0
7169;EU_CZ_0003;0;0;0;1;0;0;0;0;0;1;0;0
12736;7495;1;0;0;0;0;2;0;0;0;0;1;0
6305;EU_IE_0116;0;3;0;0;0;1;0;0;0;0;1;0
30253;29966;0;0;0;0;0;1;1;0;1;0;2;0
31993;31820;0;2;0;0;0;0;0;0;0;0;2;0
16906;13754;0;3;0;0;0;2;1;0;0;0;1;0
15341;5344;0;0;0;0;0;0;0;0;0;0;1;0
15167;11261;0;1;0;0;0;2;2;0;0;0;2;0
4999;EU_FR_0051;0;2;0;1;0;3;0;0;0;0;2;0
9397;AS_XX_0185;0;2;1;0;0;0;3;0;0;0;2;0
18831;AF_MA_0123;0;2;0;0;0;2;2;0;0;0;1;0
34901;34857;0;0;0;0;0;3;4;1;0;0;4;0
14066;OC_SB_0543;0;0;0;0;0;0;1;0;0;0;1;0
33013;32897;0;3;0;0;0;9;6;0;0;0;4;1
646;AS_CN_0252;0;2;0;0;0;2;4;1;0;0;3;0
8004;AF_ZM_0006;0;3;0;0;0;2;0;0;0;0;2;0
17706;14877;0;1;0;0;0;0;2;0;0;0;0;0
19028;XX_XX_13224;0;3;0;0;0;2;3;0;0;0;3;0
17689;14854;1;0;1;0;0;1;0;0;0;1;1;0
32785;32658;0;2;0;0;0;1;1;0;0;0;0;0
34357;EU_IT_0058;0;0;0;0;0;0;1;0;0;0;0;0
30324;EU_BE_0002;0;2;0;0;0;1;2;0;0;0;1;0
16216;XX_XX_3965;1;3;0;0;0;3;2;0;0;0;9;0
11796;XX_XX_13641;0;2;0;0;0;6;3;1;0;0;0;0
27885;12292;0;0;0;0;0;0;0;0;0;0;1;0
7600;AM_XX_0153;1;2;0;0;0;6;3;0;0;0;7;0
20608;12686;0;0;0;0;0;1;0;0;0;0;3;0
16557;13298;0;0;0;1;0;1;0;0;0;0;0;0
11268;XX_XX_0481;0;1;0;0;0;0;1;0;0;0;1;0
6522;EU_DK_1832;0;1;0;0;0;3;3;0;0;0;0;0
34920;XX_XX_9047;0;1;0;0;0;0;0;0;0;0;1;0
24842;23844;0;0;0;0;0;2;1;0;0;0;3;0
31285;31078;0;3;0;0;0;0;0;0;0;0;2;0
13461;AS_JP_0176;0;0;0;0;0;1;1;0;0;0;1;0
2948;EU_GB_0116;0;1;0;0;0;2;4;0;0;0;5;0
25709;24870;0;5;0;0;0;7;7;0;0;0;1;0
21718;20048;0;0;0;0;0;2;0;0;0;0;0;0
11219;EU_IT_2858;0;2;0;0;1;2;0;0;0;0;4;0
5866;EU_DE_0043;0;2;1;0;0;3;0;0;0;0;4;1
774;XX_XX_8691;0;0;0;0;0;4;0;0;0;0;4;1
32162;EU_XX_0467;0;0;0;0;0;2;1;0;0;0;0;0
23525;AM_US_0270;0;1;0;0;0;1;3;0;0;0;2;0
8573;AF_ZA_0039;0;0;0;0;0;0;3;0;0;0;1;0
7672;XX_XX_7962;0;2;0;0;0;3;1;0;0;0;3;0
17998;15257;0;0;0;0;0;0;1;0;0;0;2;0
8659;326;0;0;0;0;0;0;0;0;0;0;1;0
34529;34469;0;4;0;0;0;1;1;0;0;0;5;0
36044;EU_RU_1746;0;1;0;0;0;0;1;0;0;0;2;0
36340;32758;0;2;0;0;0;9;5;0;0;0;10;0
318;AF_SO_0021;0;0;0;0;0;1;1;0;0;0;5;0
17229;EU_DK_1370;0;0;0;0;0;0;0;0;0;0;1;0
23435;22143;0;1;0;0;0;2;1;0;0;0;1;0
2734;EU_DK_0421;0;0;0;0;0;3;4;0;0;0;1;0
35831;XX_XX_0332;0;0;0;0;0;1;1;0;0;0;1;0
14394;2830;0;0;0;0;0;0;1;0;0;0;1;0
10255;OC_SB_0407;0;1;0;0;0;0;1;0;0;0;1;0
305;AF_KE_0139;0;2;0;0;0;2;2;0;0;1;0;0
14236;9867;0;0;0;1;0;1;2;0;0;0;1;0
15339;EU_XX_0047;0;1;0;0;0;1;1;0;0;0;0;0
19170;EU_RU_1250;0;1;0;0;0;0;1;0;0;0;0;0
9087;1096;0;0;1;0;0;3;3;0;0;0;2;0
16394;AF_BF_0261;0;0;1;0;0;2;0;0;0;0;1;0
1189;AS_IN_0003;0;5;0;0;0;2;5;0;0;0;4;0
16664;AS_PH_0147;0;1;0;0;0;0;0;0;0;0;1;0
6192;EU_PL_0219;0;2;1;0;0;6;2;0;0;0;1;0
30256;29969;0;1;0;0;0;3;1;0;0;0;2;0
827;XX_XX_6033;0;0;0;0;0;1;1;0;0;0;1;0
12813;7610;1;4;0;0;0;4;2;0;0;0;2;0
1472;XX_XX_1829;0;0;0;0;0;1;0;0;0;0;1;0
34907;34863;0;2;1;0;0;3;0;0;0;0;6;1
26922;AF_ZM_0432;0;1;0;0;0;3;1;0;0;0;0;0
26693;XX_XX_1873;0;1;0;0;0;4;3;0;0;0;1;0
10048;EU_RU_0334;0;1;0;0;0;1;0;0;0;0;0;0
19822;3958;0;0;0;0;0;0;0;0;0;0;1;1
21513;19799;0;2;0;0;0;1;1;0;0;0;1;0
15984;12498;0;0;0;0;0;1;1;0;0;0;0;0
9023;XX_XX_10335;0;2;0;0;0;1;0;0;0;0;0;0
11138;EU_XX_0319;0;1;0;0;0;1;1;0;0;0;0;0
6286;AM_XX_0291;0;1;0;0;0;0;0;0;0;0;1;0
26211;AF_BW_0347;0;0;0;0;0;1;0;0;0;0;1;0
15285;AF_TN_0028;0;1;0;0;0;0;2;0;0;0;2;0
17323;XX_XX_1203;0;0;0;0;0;4;1;0;0;0;0;0
24216;23089;0;3;1;1;0;2;4;1;0;0;2;0
21510;19796;0;1;0;0;0;0;2;0;0;0;0;0
889;AS_JP_0384;0;1;0;0;0;0;0;0;0;0;1;0
16924;1318;0;1;0;0;0;1;0;0;0;0;1;0
12061;6303;0;0;0;0;0;2;0;0;0;0;0;0
23503;7721;0;0;0;0;1;0;1;0;0;0;1;0
28481;28037;0;0;0;0;0;1;1;0;0;0;2;0
33587;33492;0;3;0;0;0;1;1;0;0;0;1;0
19090;XX_XX_13673;1;3;0;0;0;4;5;0;1;0;4;0
18053;EU_DK_0715;0;0;0;0;0;1;0;0;0;0;4;0
33480;EU_XX_0207;0;0;0;0;0;2;1;0;0;0;1;0
27620;27064;0;1;0;0;0;1;1;0;0;0;1;0
8938;825;0;0;0;0;0;1;1;0;0;0;2;1
33305;33199;2;1;11;0;0;2;0;0;0;1;0;0
31245;31034;0;0;0;0;0;0;1;0;0;0;0;0
7171;XX_XX_8693;0;3;0;0;0;2;3;0;0;0;4;0
31564;31372;1;0;1;0;0;4;0;0;0;0;2;1
9146;1216;0;0;0;0;0;4;1;0;0;0;0;0
20638;AM_US_0700;0;0;0;0;0;3;2;0;0;0;1;0
6910;XX_XX_13706;0;1;0;0;0;4;2;0;0;0;6;2
12789;7571;0;0;0;0;0;0;0;0;0;0;1;0
4968;XX_XX_11376;0;3;0;0;0;2;2;0;0;0;2;0
2281;AS_IR_0378;0;2;0;0;0;1;3;0;0;0;2;0
9001;936;0;0;0;0;0;1;3;0;0;0;4;0
31260;22997;0;3;0;0;0;1;1;0;0;1;1;0
31250;XX_XX_0899;0;4;0;0;0;2;4;0;0;1;6;0
22795;21367;0;2;1;0;0;2;4;0;0;0;2;0
24349;23243;0;0;0;0;0;0;2;0;0;0;0;0
3048;OC_SB_0449;0;3;0;0;0;0;2;0;0;0;0;0
7693;XX_XX_5674;0;5;0;0;0;8;1;0;0;1;7;0
25652;XX_XX_3945;1;1;0;0;0;5;1;1;0;0;5;0
19960;EU_DK_1016;0;2;0;0;0;2;1;0;0;0;1;0
228;XX_XX_7327;0;0;0;0;0;1;3;0;0;0;1;0
3176;OC_PG_0139;0;0;0;0;0;2;0;0;0;0;0;0
26354;25624;0;1;0;0;0;0;1;0;0;0;2;0
33455;33357;0;2;0;0;0;3;4;1;0;0;4;0
7436;AM_CO_0122;0;0;0;0;0;1;1;0;0;0;4;0
32579;EU_RU_1552;0;1;0;0;0;0;0;0;0;0;2;0
8705;AS_TW_0113;0;1;0;0;0;0;0;0;0;0;2;0
7821;AF_BW_0333;0;2;0;0;0;1;1;0;0;0;0;0
21212;14061;0;1;0;0;0;7;2;0;0;0;3;0
20607;18641;0;0;0;0;0;1;4;0;0;1;1;0
20557;18580;0;0;0;0;0;4;0;0;0;0;2;0
2085;AS_IN_0110;0;4;0;0;0;1;1;0;0;0;0;0
25020;AS_LB_0067;0;5;1;0;0;2;7;0;1;0;7;0
30105;29804;0;2;0;0;0;1;0;0;0;1;0;0
3866;XX_XX_4383;0;3;0;0;0;1;4;0;0;0;1;0
1035;AS_TW_0670;0;0;0;0;0;4;3;2;0;2;3;0
31967;31793;0;1;0;0;0;1;2;0;0;0;1;0
20338;18320;0;0;0;0;0;1;0;0;0;0;1;0
1211;AM_EC_0094;1;1;1;0;0;3;3;1;0;0;2;1
20181;18114;0;2;0;0;0;1;0;0;0;0;0;0
15104;XX_XX_11623;0;3;1;0;0;2;3;0;0;0;1;0
17642;10694;0;0;0;0;0;0;1;0;0;0;4;0
32013;31841;0;0;0;0;0;1;0;0;0;0;0;0
15548;EU_RU_1393;0;1;0;0;0;3;2;0;0;0;2;0
28699;28273;0;1;0;0;0;0;2;0;0;0;1;0
11049;4502;0;0;0;0;0;0;0;0;0;0;3;0
15883;EU_IT_0701;0;0;0;0;0;6;3;0;0;0;2;0
21968;20356;0;0;0;0;0;0;0;0;0;0;2;0
18761;EU_IT_0324;0;0;1;0;0;2;3;0;0;0;1;0
14222;XX_XX_2472;0;0;0;0;0;0;0;0;0;0;3;0
15759;12154;0;0;0;1;0;1;1;0;0;1;0;0
27542;AS_JP_0047;0;2;0;0;0;2;0;0;0;0;2;0
6059;XX_XX_12833;0;2;0;1;0;2;0;0;0;0;1;0
15349;11541;0;0;0;0;0;1;0;0;0;0;1;0
244;AF_BW_0408;0;2;0;0;0;1;0;0;0;0;0;0
29710;10745;0;1;0;0;0;0;0;0;0;0;2;0
31373;XX_XX_12552;0;0;0;0;0;1;0;0;0;1;0;0
30492;30223;0;0;0;0;0;2;3;0;0;1;2;0
11274;4873;0;1;0;0;0;1;0;0;0;0;3;0
35610;XX_XX_9360;0;6;1;0;0;3;3;0;0;0;1;0
9491;1793;0;0;0;0;1;2;6;0;0;0;1;0
20953;566;0;2;0;0;0;2;3;0;0;0;2;0
28030;27534;0;6;0;0;0;3;5;0;0;0;0;0
22406;20889;0;7;1;0;0;7;3;0;0;0;1;0
559;XX_XX_3831;0;2;0;0;0;3;2;0;0;0;3;0
19477;EU_GB_0720;0;2;0;0;0;0;1;0;0;1;2;0
26525;25824;0;1;0;0;0;0;0;0;0;0;0;0
22072;20478;0;2;0;0;0;0;0;0;0;0;2;0
1808;XX_XX_7042;0;8;2;0;0;4;5;0;0;2;9;0
13311;82;0;0;0;0;0;1;1;0;0;0;1;0
9132;AS_IN_0960;0;4;0;1;0;3;3;0;0;0;1;0
14909;10880;0;0;0;0;0;0;1;0;0;0;0;0
14526;10296;0;1;0;0;0;0;2;0;0;0;1;0
21740;XX_XX_5330;0;1;0;0;0;0;1;0;0;0;0;0
3304;AM_CO_0080;0;0;0;0;0;0;0;0;0;0;0;0
36145;10249;0;2;0;0;0;0;0;0;0;0;1;0
27073;2391;0;2;0;0;0;0;2;1;0;0;3;0
6174;EU_RS_0033;0;0;0;0;0;3;1;0;0;0;2;0
23477;22202;0;0;0;0;0;3;1;0;0;0;0;0
24120;AS_XX_0245;0;0;0;0;0;0;0;0;0;0;1;0
4403;EU_DK_1177;0;2;0;0;0;3;1;0;0;0;0;0
4943;EU_ES_0369;0;0;0;0;0;1;1;0;0;0;0;0
7422;AS_JP_0484;0;3;2;0;0;4;9;0;0;0;11;0
28676;28248;0;0;0;0;0;1;0;0;0;0;0;0
27754;EU_DE_0046;0;2;0;0;0;2;0;0;0;0;2;0
21135;1597;0;0;0;0;0;1;0;0;0;0;0;0
8661;EU_RU_1753;0;0;0;0;0;1;1;0;0;0;1;0
22452;20946;0;1;0;0;0;0;1;0;0;0;0;0
18020;EU_PL_0052;0;1;0;0;0;2;1;0;0;0;3;0
14149;AS_YE_0228;0;1;0;0;0;2;2;1;0;0;3;0
24647;23617;0;0;0;0;0;2;2;0;0;0;0;0
17221;9789;0;2;0;1;0;0;1;0;0;0;0;0
25022;10631;0;1;1;0;0;0;0;0;0;0;0;0
27367;12263;0;1;1;0;0;0;1;0;0;1;0;0
11346;4992;0;0;0;0;0;0;0;0;0;0;4;0
8928;802;0;0;0;0;0;0;3;0;0;0;3;0
33348;33246;0;3;0;0;0;0;2;0;1;0;0;0
13007;XX_XX_10722;0;5;0;1;0;8;10;1;0;1;17;0
11641;5557;0;1;0;0;0;1;3;0;0;0;0;0
14400;10106;0;1;1;1;0;0;0;0;0;1;1;0
30073;29769;0;0;0;0;0;0;0;0;0;0;1;0
1573;XX_XX_5024;0;3;0;0;1;4;8;0;0;1;9;0
22150;20577;0;1;0;0;0;0;0;0;0;0;0;0
18728;16235;0;4;0;0;0;1;0;0;0;0;2;0
12153;6457;0;2;0;0;0;1;1;0;0;0;1;0
15771;EU_RS_0054;0;0;0;0;0;3;0;0;0;0;1;0
23152;5365;0;0;0;0;0;0;2;0;0;0;0;0
35741;34809;0;2;0;0;0;1;2;0;0;0;2;0
19654;17441;0;1;0;0;0;1;0;0;0;0;1;0
30876;XX_XX_14183;0;2;0;0;0;0;0;0;0;0;6;0
7911;XX_XX_0704;0;2;0;0;0;7;6;0;0;0;2;0
7112;EU_IT_2345;0;1;1;0;0;1;4;0;0;0;3;0
24949;23978;0;2;0;0;0;1;3;0;0;0;1;0
14890;10852;0;5;0;0;0;1;4;0;0;0;2;0
26471;AM_US_NC_0008;0;0;0;0;0;2;0;0;0;0;0;0
6678;EU_PL_0022;0;0;0;0;0;2;0;0;0;1;1;0
13676;9049;0;3;0;0;0;1;0;0;0;0;3;0
14289;9940;1;5;0;0;0;7;10;1;0;0;17;0
33587;27721;0;1;0;0;0;3;2;0;0;0;4;0
31837;31660;0;0;0;0;0;2;1;0;0;0;3;0
31462;31265;0;0;0;0;0;0;0;0;0;1;0;0
21533;19823;0;0;1;0;0;0;1;0;0;0;0;0
10733;AS_TW_0089;0;2;0;0;0;0;0;0;0;0;1;0
18926;16504;0;3;2;0;0;0;3;0;0;0;0;0
35961;XX_XX_7387;0;1;0;0;0;1;1;0;0;0;0;0
8836;652;0;0;0;0;0;1;1;0;0;0;1;0
23503;22235;0;0;0;0;0;0;0;0;0;0;1;0
17089;13999;0;0;0;0;0;2;2;0;0;0;1;0
9513;1831;0;1;1;0;0;3;0;0;0;0;0;0
14043;1954;0;0;1;0;0;0;2;0;0;0;0;0
5133;EU_GB_0311;0;3;0;0;0;1;0;0;0;0;1;1
31090;30866;0;2;0;0;0;0;0;0;0;0;0;0
21298;19524;0;0;0;0;0;4;0;0;0;0;1;0
18571;EU_IT_2974;0;1;0;0;0;4;1;0;0;0;4;0
34612;7036;0;1;0;0;0;0;0;0;0;0;1;0
3546;XX_XX_0993;0;1;1;0;0;2;1;0;0;1;2;0
934;EU_RU_0890;0;4;0;0;0;1;4;0;0;0;3;0
16629;AF_ZM_0248;0;0;0;1;0;2;2;0;0;0;1;0
8867;AS_IN_0886;0;1;0;0;0;1;2;0;0;0;2;0
25984;EU_IT_0639;0;0;0;0;0;1;0;0;0;0;0;0
23103;EU_DK_0492;0;1;0;0;0;0;0;0;0;0;0;0
31915;31740;0;1;1;0;0;2;0;0;0;0;0;0
23394;22094;0;0;0;0;0;0;1;0;0;0;2;0
8537;XX_XX_12244;0;0;0;0;0;1;0;0;0;0;1;0
7264;XX_XX_4728;0;1;0;0;0;5;6;0;0;0;1;0
29334;28967;1;1;0;0;0;0;0;0;0;0;0;0
13544;8853;0;2;0;0;0;2;0;0;0;0;0;0
21555;19848;0;0;1;1;0;2;0;0;0;0;1;0
2487;XX_XX_0732;0;1;0;1;0;3;2;0;0;0;2;0
22899;21489;0;0;0;0;0;4;5;0;0;0;3;0
11423;5136;0;1;0;0;0;2;0;0;0;0;2;0
14547;10324;0;3;0;0;0;1;1;0;0;0;1;0
14819;10734;0;1;0;0;0;2;0;0;0;0;0;0
1105;AS_VN_0027;0;0;0;0;0;3;1;0;0;0;2;0
30148;22161;0;0;0;0;0;2;2;0;0;0;1;0
24693;23673;0;0;0;0;0;0;1;0;0;0;0;0
21743;20075;0;4;0;0;0;2;0;0;0;0;1;0
11352;XX_XX_8506;0;1;1;0;0;1;0;0;0;0;3;0
22565;21088;0;0;0;0;0;3;0;0;0;0;1;0
3725;AS_IR_0094;0;5;0;1;0;15;16;0;0;0;10;0
2429;XX_XX_1338;0;0;0;0;0;2;1;0;0;0;0;1
19991;17882;0;0;0;0;0;0;0;0;0;0;1;0
16917;1298;0;0;0;0;0;1;1;0;0;0;1;0
27965;AF_GW_0006;1;4;0;0;0;6;4;0;0;0;1;0
3491;AS_PH_0059;0;1;0;0;0;0;1;0;0;0;0;0
17730;4200;0;3;1;0;0;0;1;0;0;0;3;0
994;AS_PH_0308;0;0;0;0;0;1;1;0;0;0;2;1
7806;XX_XX_8994;0;3;0;0;0;3;6;0;0;0;5;0
16757;13557;0;1;0;0;0;1;2;0;0;0;0;0
23220;21886;0;1;0;0;0;2;4;1;0;1;1;0
17917;EU_IT_1838;0;1;0;0;0;1;1;0;0;0;1;0
33569;24921;0;3;0;0;0;5;2;0;0;0;3;0
34116;AS_IR_0279;0;5;0;0;0;3;3;0;0;0;1;0
15286;11458;0;0;0;0;0;1;2;0;0;0;0;0
29806;29483;0;1;0;0;0;1;0;0;0;0;0;0
23673;22437;0;1;0;0;0;1;0;0;0;0;1;0
34406;34342;0;2;0;0;0;0;0;0;0;0;2;0
7810;EU_PL_0014;0;1;0;0;0;3;2;0;0;0;2;0
32445;AS_LB_0082;0;1;0;0;0;0;0;0;0;0;0;0
35487;AS_ID_0009;0;0;1;0;0;0;1;0;0;0;2;0
6585;EU_GB_0623;0;2;1;0;0;4;3;0;0;0;4;0
5631;XX_XX_0774;0;0;0;0;0;0;1;0;0;1;0;0
4170;AM_US_0832;0;1;0;0;0;1;1;0;0;0;4;0
25580;XX_XX_7809;0;2;0;0;0;1;3;0;0;0;2;0
3058;OC_FJ_0013;0;1;0;0;0;2;2;0;0;0;1;0
21130;19315;0;5;0;0;0;1;3;0;0;0;1;1
9643;2067;0;3;0;1;0;3;0;0;0;0;5;0
25676;AS_TW_0391;0;5;0;0;0;6;3;0;0;0;0;0
8609;239;0;0;0;0;0;0;0;0;0;0;2;0
26409;24851;0;4;0;0;0;5;3;0;0;1;4;0
24571;AF_BF_0268;0;3;0;0;0;3;3;0;0;0;2;0
3739;XX_XX_10457;0;1;0;0;0;5;2;0;0;0;5;0
34234;XX_XX_3555;0;1;0;0;0;1;0;0;0;0;1;0
23204;XX_XX_2679;0;1;0;0;0;1;1;0;0;0;0;0
2556;EU_IT_0371;0;3;0;0;0;3;2;0;0;0;0;0
18768;12937;0;2;0;0;0;1;1;0;0;0;3;0
17521;14615;1;1;2;0;0;0;0;0;0;0;1;0
32136;31971;0;1;0;1;0;0;0;0;0;0;1;0
26796;26129;0;2;0;0;0;1;1;0;0;0;3;0
19073;AS_IN_0805;0;0;1;0;0;2;2;0;0;0;1;0
12550;EU_IT_0485;0;2;0;0;0;2;2;0;0;1;3;0
21385;19633;0;1;0;0;0;1;0;0;0;0;0;0
10231;3077;0;1;0;0;0;2;0;0;1;0;0;0
32830;32705;0;3;0;0;0;0;0;0;0;0;0;0
24176;23038;0;0;0;0;0;0;0;0;0;0;1;0
36491;32915;0;11;4;0;0;22;20;1;0;2;18;1
3237;XX_XX_4472;0;2;0;0;0;5;3;0;1;1;5;0
5394;EU_PL_0439;0;4;0;0;0;3;1;0;0;0;3;0
3228;OC_WF_0041;0;1;0;0;0;0;0;0;0;0;1;0
312;XX_XX_3330;0;1;0;0;0;2;1;0;0;0;2;0
4269;EU_IT_0784;0;0;0;0;0;0;2;0;0;0;2;1
9715;XX_XX_12650;0;1;0;0;0;1;1;0;0;0;1;0
21011;19160;0;2;1;0;0;5;3;0;0;0;3;0
35986;35976;1;0;0;0;0;1;2;0;0;0;0;0
34879;34833;0;10;0;0;0;5;3;0;0;0;9;0
12226;6594;0;2;0;0;0;1;1;0;0;0;2;0
8933;AS_JP_0255;0;0;0;0;0;2;2;0;0;0;1;0
11070;4535;0;1;0;0;0;1;0;0;0;0;0;0
5864;EU_XX_0375;0;3;0;0;0;1;1;0;0;0;2;0
11506;EU_IT_2480;0;0;0;0;0;1;1;0;0;0;1;0
25324;24418;0;0;0;0;0;1;0;0;0;0;0;0
25393;24504;0;2;0;0;0;0;0;0;0;0;0;0
4030;EU_SE_0106;0;3;0;0;0;2;0;0;1;2;3;0
27902;27389;0;0;0;0;0;0;1;0;0;0;0;0
30644;EU_IT_1918;0;4;0;0;0;2;2;0;0;0;4;0
22291;20755;0;3;0;0;0;1;1;0;0;0;2;0
29997;3359;0;1;0;0;0;2;3;0;0;2;1;0
17113;14030;0;1;0;0;0;0;0;0;0;0;1;0
32631;32496;0;0;0;0;0;1;1;0;0;1;2;0
15687;EU_DK_1700;0;0;0;0;0;1;1;0;0;0;2;0
24847;XX_XX_5211;1;2;0;0;0;5;4;0;0;0;6;0
19564;OC_AU_0062;0;0;0;0;0;4;1;0;0;0;2;0
20619;7460;0;0;0;0;0;1;0;0;0;0;0;0
12280;6687;0;3;0;0;0;0;0;0;0;0;3;0
23472;AM_XX_0079;1;2;0;0;0;1;2;0;0;1;5;0
24679;23657;0;2;0;0;0;1;4;0;0;0;6;0
12984;7931;0;1;0;0;0;1;2;0;0;0;0;0
4207;XX_XX_4954;0;2;0;0;0;2;1;0;0;0;2;0
4733;XX_XX_1970;0;0;0;0;0;5;2;0;0;0;1;0
24070;22911;0;4;0;0;0;1;3;0;0;0;1;0
15188;11294;0;0;0;0;0;2;0;0;0;0;0;0
20271;18234;0;1;0;0;0;0;0;0;0;0;0;0
7702;EU_RU_1209;0;4;0;0;0;7;2;0;0;1;3;0
7185;AS_IR_0092;1;2;0;0;0;4;2;0;0;1;6;0
2957;EU_IT_0407;0;2;0;0;0;1;0;0;0;0;1;0
22765;21331;0;3;0;2;0;1;1;0;0;9;6;0
14902;10871;0;4;0;0;0;6;1;0;0;0;1;0
6187;AS_IR_0340;0;2;0;0;0;5;3;0;0;0;6;0
23212;15497;0;0;1;0;0;0;1;0;0;0;2;0
26159;XX_XX_0970;0;6;1;1;0;9;5;0;0;0;12;0
23789;EU_RU_0934;0;1;0;0;0;1;0;0;0;0;0;1
11793;5845;0;3;0;0;0;7;3;0;0;0;4;0
8832;645;0;2;1;0;0;2;2;0;0;0;3;0
34644;4311;0;0;0;0;0;0;2;0;0;1;2;0
16409;13099;0;0;0;0;0;2;1;0;0;0;1;0
14054;9599;0;1;0;0;0;0;1;0;0;0;5;0
7514;AM_MX_0060;0;2;1;0;0;6;0;0;0;0;1;0
32285;32126;0;1;0;0;0;1;0;0;0;1;2;0
28578;AS_ID_0116;0;2;0;0;0;2;4;0;0;0;0;0
19428;14075;0;3;0;0;0;5;3;0;0;0;3;0
22253;20704;0;1;2;0;0;4;3;0;0;0;6;0
24454;XX_XX_12177;0;0;1;0;0;3;4;0;0;0;7;0
29273;19201;0;0;0;0;0;3;1;0;0;0;2;0
8963;AS_JP_0392;0;1;0;0;0;3;1;0;0;0;3;0
23262;6164;0;0;0;0;0;1;2;0;0;0;2;0
29452;EU_IT_2470;0;0;0;0;0;1;0;0;0;0;0;0
31470;31273;0;0;0;0;0;3;1;0;0;0;2;0
1149;AS_JP_0137;0;1;1;1;0;1;4;0;0;0;3;0
32689;32557;0;4;0;0;1;1;1;0;0;0;0;0
5747;XX_XX_3737;0;1;0;0;0;2;1;0;1;0;2;0
28711;28286;0;0;0;0;0;0;3;0;0;0;2;0
24623;23587;0;0;0;0;0;1;1;0;0;0;5;0
21997;20389;0;0;0;0;0;3;2;1;0;0;0;0
30550;3360;0;1;0;0;0;0;0;0;0;0;0;0
29403;29042;0;3;0;0;0;0;0;0;0;0;0;0
4680;XX_XX_13236;0;1;0;0;1;3;2;0;0;0;1;1
21645;EU_DK_0329;0;1;0;0;1;1;0;0;0;0;1;0
677;AS_LA_0027;0;4;1;0;0;2;4;0;0;0;2;0
309;AF_NG_0011;0;1;0;0;0;3;1;0;0;0;2;0
15815;EU_GB_0776;0;0;0;0;0;2;1;0;0;0;0;0
31748;31566;1;1;0;0;0;1;3;0;0;0;2;0
8001;XX_XX_2657;0;6;0;0;0;3;1;0;0;0;1;0
24274;23153;0;0;0;0;0;2;1;0;0;0;0;0
1066;XX_XX_4485;0;0;0;0;0;1;0;0;0;0;4;0
8242;AF_BF_0056;0;6;0;0;0;4;0;0;0;0;0;0
19446;9675;0;2;0;1;0;3;8;0;0;0;1;0
5555;XX_XX_7158;0;1;0;0;0;5;2;0;0;0;4;0
17140;14063;0;4;0;0;0;11;11;0;0;0;3;0
25091;4381;0;1;0;0;0;2;0;0;0;1;1;0
10846;XX_XX_7513;0;5;0;0;0;2;5;0;0;0;5;0
36011;36003;0;0;0;0;0;0;1;0;0;0;2;0
35659;35642;0;0;0;0;0;2;0;0;0;0;3;0
2954;AS_TR_0181;0;1;0;0;0;2;3;0;0;0;3;0
12319;EU_DK_1466;0;2;0;0;0;0;4;0;0;0;0;0
15173;4870;0;0;0;0;0;0;0;0;0;0;1;0
11319;4944;0;0;0;0;0;0;0;0;0;0;1;0
4924;XX_XX_3350;0;1;0;0;0;1;0;0;0;0;1;0
4392;EU_ES_0504;2;1;12;0;0;2;3;0;0;0;1;0
14419;10140;0;2;0;0;0;1;1;0;0;0;4;0
7581;AM_BO_0005;0;5;1;0;0;1;3;0;0;0;4;0
20974;19118;0;0;0;0;0;0;0;0;0;1;0;0
30496;30227;0;1;0;0;0;1;0;0;0;1;0;0
8134;AF_EG_0011;0;3;0;0;0;7;3;0;0;0;5;0
6530;EU_XX_0163;0;0;0;0;0;1;3;0;0;0;0;0
33915;33834;0;5;0;1;0;23;1;0;1;1;4;0
12722;7478;0;0;0;0;0;3;0;0;0;0;1;0
23480;EU_RU_0065;0;1;0;0;0;0;0;0;0;0;0;0
33819;33736;0;0;0;0;0;1;2;0;0;0;1;0
29931;AS_MY_0020;0;2;0;0;0;2;2;0;0;0;1;0
17452;14519;0;0;0;0;0;2;0;0;0;0;0;0
35032;34993;0;4;0;0;0;4;8;0;0;0;7;0
10947;EU_XX_0262;0;1;0;0;0;1;1;0;0;0;2;0
26472;EU_LT_0003;0;2;0;0;0;5;3;0;0;0;2;0
29619;29273;0;1;0;0;0;2;0;0;0;0;3;0
